date,Usage_kWh,Lagging_Current_Reactive.Power_kVarh,Leading_Current_Reactive_Power_kVarh,CO2(tCO2),Lagging_Current_Power_Factor,Leading_Current_Power_Factor,NSM,WeekStatus,Day_of_week
13/06/2018 09:30,82.73,29.81,0,0.04,94.08,100,34200,Weekday,Wednesday
13/06/2018 18:15,3.56,0,7.31,0,100,43.78,65700,Weekday,Wednesday
13/06/2018 20:15,3.56,0,23.9,0,100,14.73,72900,Weekday,Wednesday
13/06/2018 20:30,3.02,0,17.17,0,100,17.32,73800,Weekday,Wednesday
13/06/2018 21:00,3.1,0,17.06,0,100,17.88,75600,Weekday,Wednesday
13/06/2018 23:00,3.42,4.72,0,0,58.67,100,82800,Weekday,Wednesday
14/06/2018 00:45,2.84,4.32,0,0,54.93,100,2700,Weekday,Thursday
14/06/2018 11:15,104.04,42.34,0,0.05,92.62,100,40500,Weekday,Thursday
14/06/2018 11:45,104.04,45.36,0,0.05,91.67,100,42300,Weekday,Thursday
14/06/2018 19:15,62.89,37.22,0,0.03,86.06,100,69300,Weekday,Thursday
14/06/2018 19:45,51.88,27.61,0,0.02,88.28,100,71100,Weekday,Thursday
15/06/2018 06:45,2.88,5.62,0,0,45.61,100,24300,Weekday,Friday
15/06/2018 08:30,39.74,46.12,0,0.02,65.28,100,30600,Weekday,Friday
15/06/2018 20:45,74.48,21.1,0,0.03,96.21,100,74700,Weekday,Friday
16/06/2018 00:45,4.03,6.16,0,0,54.75,100,2700,Weekend,Saturday
16/06/2018 01:00,2.92,5.04,0,0,50.13,100,3600,Weekend,Saturday
16/06/2018 06:15,2.88,5.69,0,0,45.16,100,22500,Weekend,Saturday
16/06/2018 08:00,6.55,8.64,0,0,60.41,100,28800,Weekend,Saturday
16/06/2018 09:15,24.44,0,8.53,0.01,100,94.41,33300,Weekend,Saturday
17/06/2018 00:30,2.74,4.28,0,0,53.92,100,1800,Weekend,Sunday
17/06/2018 01:15,3.46,4.25,0,0,63.13,100,4500,Weekend,Sunday
17/06/2018 02:00,2.81,4.1,0,0,56.53,100,7200,Weekend,Sunday
17/06/2018 02:15,2.77,4,0,0,56.93,100,8100,Weekend,Sunday
17/06/2018 03:00,2.77,3.82,0,0,58.7,100,10800,Weekend,Sunday
17/06/2018 04:00,2.77,4,0,0,56.93,100,14400,Weekend,Sunday
17/06/2018 04:45,2.84,4.03,0,0,57.6,100,17100,Weekend,Sunday
17/06/2018 06:45,2.74,4.39,0,0,52.95,100,24300,Weekend,Sunday
17/06/2018 13:30,3.06,0,16.85,0,100,17.87,48600,Weekend,Sunday
17/06/2018 16:15,2.99,0,16.96,0,100,17.36,58500,Weekend,Sunday
17/06/2018 17:30,2.95,0,17.03,0,100,17.07,63000,Weekend,Sunday
17/06/2018 19:30,2.95,0,17.14,0,100,16.96,70200,Weekend,Sunday
18/06/2018 00:15,2.74,3.74,0,0,59.1,100,900,Weekday,Monday
18/06/2018 03:00,2.84,4.1,0,0,56.94,100,10800,Weekday,Monday
18/06/2018 06:00,3.13,3.56,0,0,66.03,100,21600,Weekday,Monday
18/06/2018 21:45,3.89,0,22.9,0,100,16.75,78300,Weekday,Monday
18/06/2018 22:30,3.49,5.08,0,0,56.63,100,81000,Weekday,Monday
19/06/2018 06:15,2.81,4.68,0,0,51.48,100,22500,Weekday,Tuesday
19/06/2018 07:30,3.2,5.08,0,0,53.3,100,27000,Weekday,Tuesday
19/06/2018 09:15,79.06,22.97,0,0.04,96.03,100,33300,Weekday,Tuesday
19/06/2018 21:45,4,0,17.21,0,100,22.64,78300,Weekday,Tuesday
20/06/2018 04:45,3.13,5.94,0,0,46.62,100,17100,Weekday,Wednesday
20/06/2018 10:15,94.32,40.79,0,0.04,91.78,100,36900,Weekday,Wednesday
20/06/2018 12:15,9.32,1.84,10.4,0,98.11,66.74,44100,Weekday,Wednesday
20/06/2018 20:15,42.98,17.64,0,0.02,92.51,100,72900,Weekday,Wednesday
21/06/2018 01:00,2.92,4.68,0,0,52.93,100,3600,Weekday,Thursday
21/06/2018 01:30,2.84,4.72,0,0,51.56,100,5400,Weekday,Thursday
21/06/2018 11:15,37.87,23.51,0,0.02,84.96,100,40500,Weekday,Thursday
21/06/2018 16:00,39.74,14.08,0.04,0.02,94.26,100,57600,Weekday,Thursday
21/06/2018 20:00,34.24,7.56,0.07,0.02,97.65,100,72000,Weekday,Thursday
22/06/2018 03:30,3.02,5.62,0,0,47.34,100,12600,Weekday,Friday
22/06/2018 16:15,69.08,40.5,0,0.03,86.27,100,58500,Weekday,Friday
22/06/2018 21:00,7.02,0,23.4,0,100,28.73,75600,Weekday,Friday
22/06/2018 23:15,3.42,4.97,0,0,56.69,100,83700,Weekday,Friday
22/06/2018 23:45,3.42,4.86,0,0,57.55,100,85500,Weekday,Friday
23/06/2018 00:30,3.2,4.07,0,0,61.81,100,1800,Weekend,Saturday
23/06/2018 01:15,3.02,4.64,0,0,54.55,100,4500,Weekend,Saturday
23/06/2018 21:30,2.88,0,17.28,0,100,16.44,77400,Weekend,Saturday
23/06/2018 22:00,2.84,0,17.32,0,100,16.18,79200,Weekend,Saturday
24/06/2018 08:30,22.9,23.36,0,0.01,70,100,30600,Weekend,Sunday
25/06/2018 07:15,2.81,4.1,0,0,56.53,100,26100,Weekday,Monday
25/06/2018 11:15,104.9,54.36,0,0.05,88.79,100,40500,Weekday,Monday
25/06/2018 15:00,111.71,46.62,0,0.05,92.29,100,54000,Weekday,Monday
26/06/2018 01:15,2.66,3.53,0,0,60.18,100,4500,Weekday,Tuesday
26/06/2018 03:15,2.63,3.71,0,0,57.83,100,11700,Weekday,Tuesday
26/06/2018 03:45,3.2,3.56,0,0,66.85,100,13500,Weekday,Tuesday
26/06/2018 08:00,3.56,4.14,0,0,65.2,100,28800,Weekday,Tuesday
26/06/2018 12:45,5.18,0,25.34,0,100,20.03,45900,Weekday,Tuesday
26/06/2018 15:30,59.36,31.64,0,0.03,88.25,100,55800,Weekday,Tuesday
26/06/2018 17:00,54.61,25.34,0,0.03,90.71,100,61200,Weekday,Tuesday
26/06/2018 21:00,11.88,0.04,19.12,0.01,100,52.78,75600,Weekday,Tuesday
26/06/2018 21:45,3.82,0,21.96,0,100,17.14,78300,Weekday,Tuesday
27/06/2018 05:15,2.81,4.61,0,0,52.05,100,18900,Weekday,Wednesday
27/06/2018 07:30,2.99,3.82,0,0,61.64,100,27000,Weekday,Wednesday
27/06/2018 18:30,4.03,0,7.02,0,100,49.79,66600,Weekday,Wednesday
27/06/2018 20:30,3.71,0,26.03,0,100,14.11,73800,Weekday,Wednesday
28/06/2018 03:15,2.99,4.86,0,0,52.4,100,11700,Weekday,Thursday
28/06/2018 05:15,2.95,5.04,0,0,50.51,100,18900,Weekday,Thursday
28/06/2018 08:15,29.34,31.07,0,0.01,68.66,100,29700,Weekday,Thursday
28/06/2018 09:15,41.9,8.93,0.07,0.02,97.8,100,33300,Weekday,Thursday
28/06/2018 17:15,49.39,14.94,0.04,0.02,95.72,100,62100,Weekday,Thursday
28/06/2018 21:45,3.92,0,18.32,0,100,20.92,78300,Weekday,Thursday
29/06/2018 04:45,2.99,4.61,0,0,54.42,100,17100,Weekday,Friday
29/06/2018 06:00,3.02,5.33,0,0,49.3,100,21600,Weekday,Friday
29/06/2018 09:30,40.97,16.06,0,0.02,93.1,100,34200,Weekday,Friday
29/06/2018 11:00,57.78,30.46,0,0.03,88.46,100,39600,Weekday,Friday
29/06/2018 17:30,38.16,7.81,0.97,0.02,97.97,99.97,63000,Weekday,Friday
29/06/2018 20:00,47.16,14.33,0.04,0.02,95.68,100,72000,Weekday,Friday
29/06/2018 22:15,3.71,0.9,14.15,0,97.18,25.36,80100,Weekday,Friday
30/06/2018 00:00,2.92,3.64,0,0,62.57,100,0,Weekend,Saturday
30/06/2018 01:15,2.88,4.93,0,0,50.44,100,4500,Weekend,Saturday
30/06/2018 09:30,42.34,10.3,0.25,0.02,97.17,100,34200,Weekend,Saturday
30/06/2018 10:15,32.04,1.87,0.79,0.01,99.83,99.97,36900,Weekend,Saturday
30/06/2018 12:15,4.75,0,16.13,0,100,28.25,44100,Weekend,Saturday
30/06/2018 12:30,3.85,0,16.38,0,100,22.88,45000,Weekend,Saturday
30/06/2018 13:15,4.68,0,25.49,0,100,18.06,47700,Weekend,Saturday
30/06/2018 21:00,3.24,0,16.56,0,100,19.2,75600,Weekend,Saturday
01/07/2018 02:15,2.92,4.14,0,0,57.64,100,8100,Weekend,Sunday
01/07/2018 05:00,2.84,3.71,0,0,60.78,100,18000,Weekend,Sunday
01/07/2018 05:45,2.81,3.74,0,0,60.07,100,20700,Weekend,Sunday
01/07/2018 06:15,2.77,3.74,0,0,59.52,100,22500,Weekend,Sunday
01/07/2018 07:30,2.74,3.42,0,0,62.53,100,27000,Weekend,Sunday
01/07/2018 08:00,3.06,3.67,0,0,64.04,100,28800,Weekend,Sunday
01/07/2018 09:00,2.84,0.54,12.35,0,98.24,22.41,32400,Weekend,Sunday
01/07/2018 10:30,3.02,0,17.39,0,100,17.11,37800,Weekend,Sunday
01/07/2018 21:00,3.06,0,17.39,0,100,17.33,75600,Weekend,Sunday
02/07/2018 12:30,5.08,0,23.54,0,100,21.09,45000,Weekday,Monday
02/07/2018 20:45,47.63,12.35,0,0.02,96.8,100,74700,Weekday,Monday
03/07/2018 00:45,2.95,5.44,0,0,47.67,100,2700,Weekday,Tuesday
03/07/2018 13:30,66.17,32.44,0,0.03,89.79,100,48600,Weekday,Tuesday
03/07/2018 17:45,43.7,4.21,0.47,0.02,99.54,99.99,63900,Weekday,Tuesday
03/07/2018 19:30,103.36,34.7,0,0.05,94.8,100,70200,Weekday,Tuesday
03/07/2018 20:15,106.56,37.55,0,0.05,94.32,100,72900,Weekday,Tuesday
03/07/2018 20:45,92.38,18.94,0,0.04,97.96,100,74700,Weekday,Tuesday
03/07/2018 22:30,3.53,4.28,0,0,63.63,100,81000,Weekday,Tuesday
04/07/2018 00:45,3.24,4.39,0,0,59.38,100,2700,Weekday,Wednesday
04/07/2018 02:15,2.81,3.67,0,0,60.79,100,8100,Weekday,Wednesday
04/07/2018 03:30,2.84,3.74,0,0,60.48,100,12600,Weekday,Wednesday
04/07/2018 07:15,3.02,3.71,0,0,63.13,100,26100,Weekday,Wednesday
04/07/2018 08:30,87.37,57.71,0,0.04,83.44,100,30600,Weekday,Wednesday
04/07/2018 09:45,116.06,53.86,0,0.05,90.71,100,35100,Weekday,Wednesday
04/07/2018 10:30,111.38,45.86,0,0.05,92.47,100,37800,Weekday,Wednesday
04/07/2018 16:30,44.06,12.2,0,0.02,96.37,100,59400,Weekday,Wednesday
04/07/2018 22:45,3.71,4.07,0,0,67.37,100,81900,Weekday,Wednesday
04/07/2018 23:30,3.53,3.64,0,0,69.62,100,84600,Weekday,Wednesday
05/07/2018 01:30,3.13,4.72,0,0,55.27,100,5400,Weekday,Thursday
05/07/2018 01:45,3.56,4.97,0,0,58.23,100,6300,Weekday,Thursday
05/07/2018 07:15,3.06,4.61,0,0,55.3,100,26100,Weekday,Thursday
05/07/2018 08:30,71.14,58.75,0,0.03,77.11,100,30600,Weekday,Thursday
05/07/2018 13:00,4.86,0,24.48,0,100,19.47,46800,Weekday,Thursday
05/07/2018 13:45,50.94,23.26,0,0.02,90.97,100,49500,Weekday,Thursday
05/07/2018 15:00,47.59,16.06,0,0.02,94.75,100,54000,Weekday,Thursday
05/07/2018 16:00,74.23,40.25,0,0.03,87.91,100,57600,Weekday,Thursday
06/07/2018 01:15,3.17,4.82,0,0,54.95,100,4500,Weekday,Friday
06/07/2018 11:00,118.91,49.61,0,0.05,92.29,100,39600,Weekday,Friday
06/07/2018 17:30,69.62,23.58,0.29,0.03,94.71,100,63000,Weekday,Friday
06/07/2018 20:30,115.34,42.66,0,0.05,93.79,100,73800,Weekday,Friday
07/07/2018 01:15,3.1,5.58,0,0,48.56,100,4500,Weekend,Saturday
07/07/2018 01:30,3.35,5.83,0,0,49.82,100,5400,Weekend,Saturday
07/07/2018 09:30,54.9,25.49,0,0.03,90.7,100,34200,Weekend,Saturday
07/07/2018 14:30,94.25,25.92,0,0.04,96.42,100,52200,Weekend,Saturday
07/07/2018 18:30,3.46,0,5.58,0,100,52.7,66600,Weekend,Saturday
08/07/2018 07:00,2.81,4.39,0,0,53.91,100,25200,Weekend,Sunday
08/07/2018 07:30,2.81,4,0,0,57.48,100,27000,Weekend,Sunday
08/07/2018 17:00,5.87,0,21.28,0,100,26.59,61200,Weekend,Sunday
09/07/2018 00:45,3.02,3.42,0,0,66.19,100,2700,Weekday,Monday
09/07/2018 03:15,2.74,3.82,0,0,58.28,100,11700,Weekday,Monday
09/07/2018 06:15,2.7,3.6,0,0,60,100,22500,Weekday,Monday
09/07/2018 12:00,53.06,41.33,0,0.02,78.89,100,43200,Weekday,Monday
09/07/2018 15:45,52.52,22.57,0,0.02,91.88,100,56700,Weekday,Monday
09/07/2018 19:15,48.38,13.54,0,0.02,96.3,100,69300,Weekday,Monday
09/07/2018 21:30,3.92,0,22.14,0,100,17.43,77400,Weekday,Monday
09/07/2018 21:45,3.82,0,19.8,0,100,18.94,78300,Weekday,Monday
10/07/2018 01:45,2.81,4.46,0,0,53.31,100,6300,Weekday,Tuesday
10/07/2018 02:30,2.92,4.86,0,0,51.5,100,9000,Weekday,Tuesday
10/07/2018 05:45,2.84,5,0,0,49.39,100,20700,Weekday,Tuesday
10/07/2018 08:00,5.76,6.88,0,0,64.19,100,28800,Weekday,Tuesday
10/07/2018 13:45,55.58,26.03,0,0.03,90.56,100,49500,Weekday,Tuesday
10/07/2018 21:30,3.67,0,25.99,0,100,13.98,77400,Weekday,Tuesday
11/07/2018 14:15,45.72,15.48,0,0.02,94.72,100,51300,Weekday,Wednesday
11/07/2018 19:00,44.03,7.85,0.14,0.02,98.45,100,68400,Weekday,Wednesday
11/07/2018 21:30,3.74,0,22.36,0,100,16.5,77400,Weekday,Wednesday
11/07/2018 23:30,2.88,4.1,0,0,57.48,100,84600,Weekday,Wednesday
12/07/2018 02:45,2.99,4.9,0,0,52.09,100,9900,Weekday,Thursday
12/07/2018 09:45,70.13,40.75,0,0.03,86.46,100,35100,Weekday,Thursday
12/07/2018 16:30,61.38,29.88,0,0.03,89.91,100,59400,Weekday,Thursday
12/07/2018 16:45,48.92,12.78,0,0.02,96.75,100,60300,Weekday,Thursday
12/07/2018 22:00,3.56,0,24.01,0,100,14.67,79200,Weekday,Thursday
13/07/2018 00:00,2.59,3.74,0,0,56.93,100,0,Weekday,Friday
13/07/2018 02:30,2.74,4.75,0,0,49.97,100,9000,Weekday,Friday
13/07/2018 08:30,39.06,37.98,0,0.02,71.69,100,30600,Weekday,Friday
13/07/2018 18:45,57.56,31.5,0,0.03,87.72,100,67500,Weekday,Friday
13/07/2018 20:30,61.85,29.84,0,0.03,90.07,100,73800,Weekday,Friday
14/07/2018 06:15,2.7,5.11,0,0,46.72,100,22500,Weekend,Saturday
14/07/2018 07:30,2.77,4.75,0,0,50.38,100,27000,Weekend,Saturday
14/07/2018 14:15,35.86,13.43,0,0.02,93.65,100,51300,Weekend,Saturday
14/07/2018 17:30,24.84,0,10.73,0.01,100,91.8,63000,Weekend,Saturday
14/07/2018 20:15,2.92,0,17.21,0,100,16.73,72900,Weekend,Saturday
14/07/2018 23:15,2.77,0,5.26,0,100,46.6,83700,Weekend,Saturday
15/07/2018 22:45,3.46,0,5.62,0,100,52.43,81900,Weekend,Sunday
16/07/2018 01:15,2.88,0,4.93,0,100,50.44,4500,Weekday,Monday
16/07/2018 09:45,77.9,39.89,0,0.04,89.01,100,35100,Weekday,Monday
16/07/2018 11:00,66.6,49.28,0,0.03,80.39,100,39600,Weekday,Monday
16/07/2018 13:45,52.13,37.08,0,0.02,81.49,100,49500,Weekday,Monday
16/07/2018 15:45,59.76,28.19,0,0.03,90.44,100,56700,Weekday,Monday
16/07/2018 20:30,49.46,17.93,0,0.02,94.01,100,73800,Weekday,Monday
16/07/2018 22:00,3.82,0,16.24,0,100,22.9,79200,Weekday,Monday
17/07/2018 03:30,2.92,4.36,1.01,0,55.65,94.51,12600,Weekday,Tuesday
17/07/2018 10:30,52.2,38.77,0,0.02,80.28,100,37800,Weekday,Tuesday
17/07/2018 11:45,54.72,55.58,0,0.03,70.16,100,42300,Weekday,Tuesday
17/07/2018 20:45,36.47,6.26,2.88,0.02,98.56,99.69,74700,Weekday,Tuesday
17/07/2018 22:30,3.67,0,3.78,0,100,69.66,81000,Weekday,Tuesday
18/07/2018 11:15,51.34,45.79,0,0.02,74.63,100,40500,Weekday,Wednesday
18/07/2018 12:45,29.16,5.98,0,0.01,97.96,100,45900,Weekday,Wednesday
18/07/2018 16:45,61.99,30.53,0,0.03,89.71,100,60300,Weekday,Wednesday
19/07/2018 00:30,2.84,0,4.9,0,100,50.15,1800,Weekday,Thursday
19/07/2018 08:30,52.81,53.21,0,0.02,70.44,100,30600,Weekday,Thursday
19/07/2018 11:30,88.81,66.49,0,0.04,80.05,100,41400,Weekday,Thursday
19/07/2018 11:45,100.3,77.58,0,0.05,79.1,100,42300,Weekday,Thursday
19/07/2018 15:30,79.38,30.46,0,0.04,93.36,100,55800,Weekday,Thursday
19/07/2018 18:15,55.76,21.82,1.69,0.03,93.12,99.95,65700,Weekday,Thursday
19/07/2018 20:15,52.38,25.78,0,0.02,89.72,100,72900,Weekday,Thursday
19/07/2018 20:45,63.22,33.98,0,0.03,88.08,100,74700,Weekday,Thursday
19/07/2018 22:15,11.84,0,13.07,0.01,100,67.14,80100,Weekday,Thursday
20/07/2018 00:00,3.6,0,4.64,0,100,61.3,0,Weekday,Friday
20/07/2018 02:00,2.88,0,4.57,0,100,53.32,7200,Weekday,Friday
20/07/2018 12:30,5.33,0,11.45,0,100,42.2,45000,Weekday,Friday
20/07/2018 12:45,4.39,0,7.7,0,100,49.53,45900,Weekday,Friday
20/07/2018 15:15,62.71,35.21,0,0.03,87.2,100,54900,Weekday,Friday
20/07/2018 17:15,68.26,41.72,0,0.03,85.33,100,62100,Weekday,Friday
20/07/2018 20:00,97.67,36.11,0,0.04,93.79,100,72000,Weekday,Friday
20/07/2018 22:15,3.96,0,13.68,0,100,27.81,80100,Weekday,Friday
20/07/2018 23:30,3.1,0,4.28,0,100,58.66,84600,Weekday,Friday
21/07/2018 01:00,3.06,0,4.61,0,100,55.3,3600,Weekend,Saturday
21/07/2018 05:45,3.71,6.01,0,0,52.53,100,20700,Weekend,Saturday
21/07/2018 07:00,3.28,5.76,0,0,49.48,100,25200,Weekend,Saturday
21/07/2018 12:00,10.87,9.9,0,0,73.93,100,43200,Weekend,Saturday
21/07/2018 20:15,2.92,0,17.35,0,100,16.6,72900,Weekend,Saturday
21/07/2018 20:30,2.99,0,17.32,0,100,17.01,73800,Weekend,Saturday
22/07/2018 00:45,2.81,0,5.15,0,100,47.9,2700,Weekend,Sunday
22/07/2018 01:00,2.92,0,5.04,0,100,50.13,3600,Weekend,Sunday
22/07/2018 04:45,2.92,4.86,0,0,51.5,100,17100,Weekend,Sunday
22/07/2018 11:15,2.81,3.38,1.51,0,63.93,88.09,40500,Weekend,Sunday
22/07/2018 15:30,2.95,0,16.99,0,100,17.11,55800,Weekend,Sunday
23/07/2018 13:30,66.53,49.57,0,0.03,80.19,100,48600,Weekday,Monday
23/07/2018 22:15,3.85,0,13.43,0,100,27.56,80100,Weekday,Monday
24/07/2018 08:45,94.61,65.88,0,0.04,82.06,100,31500,Weekday,Tuesday
24/07/2018 12:30,5.65,0,9.54,0,100,50.96,45000,Weekday,Tuesday
24/07/2018 18:00,30.28,0,8.17,0.01,100,96.55,64800,Weekday,Tuesday
24/07/2018 18:30,56.16,35.82,0,0.03,84.31,100,66600,Weekday,Tuesday
24/07/2018 19:15,46.91,13.82,0,0.02,95.92,100,69300,Weekday,Tuesday
25/07/2018 01:45,2.99,4.54,0,0,55,100,6300,Weekday,Wednesday
25/07/2018 03:30,3.31,4.21,0,0,61.81,100,12600,Weekday,Wednesday
25/07/2018 04:00,3.35,4.28,0,0,61.64,100,14400,Weekday,Wednesday
25/07/2018 06:15,3.78,4.75,0,0,62.27,100,22500,Weekday,Wednesday
25/07/2018 08:15,17.75,18.76,0,0.01,68.73,100,29700,Weekday,Wednesday
25/07/2018 14:45,56.88,23.65,0,0.03,92.34,100,53100,Weekday,Wednesday
25/07/2018 17:45,29.84,0,7.99,0.01,100,96.6,63900,Weekday,Wednesday
25/07/2018 22:45,3.24,3.82,0,0,64.68,100,81900,Weekday,Wednesday
26/07/2018 01:00,2.63,4.32,0,0,52,100,3600,Weekday,Thursday
26/07/2018 03:15,3.42,3.89,0,0,66.03,100,11700,Weekday,Thursday
26/07/2018 05:45,3.1,4.36,0,0,57.95,100,20700,Weekday,Thursday
26/07/2018 06:00,3.1,4.25,0,0,58.93,100,21600,Weekday,Thursday
26/07/2018 15:15,48.96,11.95,0,0.02,97.15,100,54900,Weekday,Thursday
26/07/2018 21:15,6.12,0,23.62,0,100,25.08,76500,Weekday,Thursday
26/07/2018 22:30,4.46,8.03,0,0,48.56,100,81000,Weekday,Thursday
27/07/2018 09:00,46.8,16.34,0,0.02,94.41,100,32400,Weekday,Friday
27/07/2018 16:45,48.24,13.28,0,0.02,96.41,100,60300,Weekday,Friday
27/07/2018 18:15,29.52,11.23,2.2,0.01,93.47,99.72,65700,Weekday,Friday
27/07/2018 18:45,52.85,28.12,0,0.02,88.28,100,67500,Weekday,Friday
27/07/2018 20:30,40.14,6.77,0.25,0.02,98.61,100,73800,Weekday,Friday
27/07/2018 23:00,2.92,5.26,0,0,48.54,100,82800,Weekday,Friday
28/07/2018 10:30,39.38,9.68,0,0.02,97.11,100,37800,Weekend,Saturday
28/07/2018 15:45,44.57,13.39,0,0.02,95.77,100,56700,Weekend,Saturday
28/07/2018 17:15,11.23,0,17.5,0.01,100,54.01,62100,Weekend,Saturday
29/07/2018 00:30,2.66,4.1,0,0,54.43,100,1800,Weekend,Sunday
29/07/2018 01:00,3.06,4.43,0,0,56.83,100,3600,Weekend,Sunday
29/07/2018 06:45,2.88,5,0,0,49.91,100,24300,Weekend,Sunday
29/07/2018 10:45,32.15,1.58,1.62,0.01,99.88,99.87,38700,Weekend,Sunday
29/07/2018 12:45,3.49,0,15.91,0,100,21.43,45900,Weekend,Sunday
29/07/2018 21:00,3.02,0,16.42,0,100,18.09,75600,Weekend,Sunday
30/07/2018 04:15,2.7,4.82,0,0,48.87,100,15300,Weekday,Monday
30/07/2018 04:30,2.74,4.82,0,0,49.42,100,16200,Weekday,Monday
30/07/2018 07:45,3.78,4.43,0,0,64.91,100,27900,Weekday,Monday
30/07/2018 10:45,48.28,21.28,0,0.02,91.51,100,38700,Weekday,Monday
30/07/2018 11:15,44.28,29.38,0,0.02,83.33,100,40500,Weekday,Monday
30/07/2018 13:45,66.85,42.73,0,0.03,84.26,100,49500,Weekday,Monday
30/07/2018 14:00,53.06,34.49,0,0.02,83.84,100,50400,Weekday,Monday
30/07/2018 15:45,83.77,47.99,0,0.04,86.77,100,56700,Weekday,Monday
30/07/2018 18:15,51.95,19.08,2.41,0.02,93.87,99.89,65700,Weekday,Monday
30/07/2018 18:30,54.83,27.11,0,0.03,89.64,100,66600,Weekday,Monday
30/07/2018 19:00,75.35,16.88,0.25,0.03,97.58,100,68400,Weekday,Monday
30/07/2018 20:00,57.85,6.98,0.76,0.03,99.28,99.99,72000,Weekday,Monday
30/07/2018 20:30,85.75,23.76,0.29,0.04,96.37,100,73800,Weekday,Monday
31/07/2018 02:00,2.95,4.68,0,0,53.32,100,7200,Weekday,Tuesday
31/07/2018 10:30,63.86,21.6,0,0.03,94.73,100,37800,Weekday,Tuesday
31/07/2018 12:00,58.1,34.6,0.68,0.03,85.92,99.99,43200,Weekday,Tuesday
31/07/2018 13:00,6.19,0,24.62,0,100,24.38,46800,Weekday,Tuesday
31/07/2018 17:15,10.8,0,21.67,0,100,44.61,62100,Weekday,Tuesday
31/07/2018 21:00,2.95,0,16.7,0,100,17.4,75600,Weekday,Tuesday
01/08/2018 04:00,2.7,4.72,0,0,49.65,100,14400,Weekday,Wednesday
01/08/2018 06:45,2.66,4.79,0,0,48.55,100,24300,Weekday,Wednesday
01/08/2018 09:15,2.77,0,17.46,0,100,15.67,33300,Weekday,Wednesday
01/08/2018 09:45,2.74,0,17.53,0,100,15.44,35100,Weekday,Wednesday
01/08/2018 12:15,2.77,0,10.98,0,100,24.46,44100,Weekday,Wednesday
01/08/2018 14:30,2.66,0,17.75,0,100,14.82,52200,Weekday,Wednesday
01/08/2018 21:45,2.88,0,16.85,0,100,16.85,78300,Weekday,Wednesday
01/08/2018 22:30,3.24,4.93,0,0,54.92,100,81000,Weekday,Wednesday
01/08/2018 23:30,2.66,4.25,0,0,53.05,100,84600,Weekday,Wednesday
02/08/2018 00:30,2.63,4.5,0,0,50.46,100,1800,Weekday,Thursday
02/08/2018 05:45,2.7,5.04,0,0,47.22,100,20700,Weekday,Thursday
02/08/2018 12:45,2.88,0,16.88,0,100,16.82,45900,Weekday,Thursday
02/08/2018 15:30,2.88,0,16.6,0,100,17.09,55800,Weekday,Thursday
03/08/2018 04:30,2.84,5.87,0,0,43.55,100,16200,Weekday,Friday
03/08/2018 05:30,2.88,6.44,0,0,40.82,100,19800,Weekday,Friday
03/08/2018 07:45,3.31,6.8,0,0,43.77,100,27900,Weekday,Friday
03/08/2018 12:30,2.99,0,16.09,0,100,18.27,45000,Weekday,Friday
03/08/2018 13:30,3.2,0,16.13,0,100,19.46,48600,Weekday,Friday
03/08/2018 16:15,2.95,0,16.24,0,100,17.87,58500,Weekday,Friday
03/08/2018 18:30,2.77,0,4.25,0,100,54.6,66600,Weekday,Friday
03/08/2018 19:45,2.92,0,16.42,0,100,17.51,71100,Weekday,Friday
03/08/2018 22:30,2.81,5.54,0,0,45.24,100,81000,Weekday,Friday
04/08/2018 07:15,2.77,5.94,0,0,42.26,100,26100,Weekend,Saturday
04/08/2018 07:30,2.77,5.9,0,0,42.5,100,27000,Weekend,Saturday
04/08/2018 10:30,2.74,0,17.39,0,100,15.56,37800,Weekend,Saturday
04/08/2018 18:15,2.66,0,7.85,0,100,32.09,65700,Weekend,Saturday
04/08/2018 19:45,2.84,0,16.81,0,100,16.66,71100,Weekend,Saturday
04/08/2018 20:00,3.2,0,17.17,0,100,18.32,72000,Weekend,Saturday
05/08/2018 01:45,2.81,5.33,0,0,46.64,100,6300,Weekend,Sunday
05/08/2018 07:00,2.77,5.72,0,0,43.58,100,25200,Weekend,Sunday
05/08/2018 16:00,3.17,0,15.95,0,100,19.49,57600,Weekend,Sunday
05/08/2018 16:30,3.49,0,15.73,0,100,21.66,59400,Weekend,Sunday
05/08/2018 18:00,3.1,0,16.31,0,100,18.67,64800,Weekend,Sunday
05/08/2018 21:15,3.13,0,16.31,0,100,18.85,76500,Weekend,Sunday
06/08/2018 03:00,2.59,4.64,0,0,48.74,100,10800,Weekday,Monday
06/08/2018 22:00,3.96,0,15.3,0,100,25.06,79200,Weekday,Monday
07/08/2018 06:15,3.17,5.08,0,0,52.94,100,22500,Weekday,Tuesday
07/08/2018 09:30,58.46,18.47,0,0.03,95.35,100,34200,Weekday,Tuesday
07/08/2018 16:45,47.92,25.16,0,0.02,88.54,100,60300,Weekday,Tuesday
07/08/2018 17:15,72.25,32.47,0,0.03,91.21,100,62100,Weekday,Tuesday
07/08/2018 17:45,30.31,0.07,5.69,0.01,100,98.28,63900,Weekday,Tuesday
07/08/2018 19:00,49.68,20.52,0,0.02,92.43,100,68400,Weekday,Tuesday
08/08/2018 10:30,90.61,46.19,0,0.04,89.09,100,37800,Weekday,Wednesday
08/08/2018 13:15,44.42,22.9,6.08,0.02,88.88,99.08,47700,Weekday,Wednesday
